caption	answer	add_caption	c1_variable	c1_comp	c1_condition	c2_variable	c2_comp	c2_condition	c3_variable	c3_comp	c3_condition
Королева Барензія	Кажуть, Королева Барензія обходить цей квартал частіше, ніж міський глашатай.|Королева Барензія принесла політику Морровінду сюди, у Вейрест. Її син, Принц Хелсет, немов павук у центрі свого павутиння, а Принцеса Моргія... вона дочка своєї матері, до мозку кісток.|Королева Барензія та її діти мають більше впливу на Короля Едвіра, ніж належить, гадаю. Принц Хелсет завжди на слуху у Короля, а Принцеса Моргія шепочеться з усіма іншими, хто готовий слухати.|Ні для кого не секрет, що прибуття Королеви Барензії стало початком загострення відносин. Її діти, Хелсет і Моргія, планують захопити трон, який за народженням належав Принцесі Елісані.|Королева Барензія, дружина нашого Короля, має заплутану історію. І її діти, особливо Принц Хелсет, схоже, успадкували її хист до таємниць та інтриг.|Кажуть, що Королева дуже розумна, але як щодо її дітей, Хелсета і Моргії? Так, вони розумні, але, можливо, занадто розумні для власного блага. І нашого.|Вона може носити корону, але вона і її виводок ніколи не будуть по-справжньому одними з нас. Ви ж бачили Принца Хелсета, він завжди плете інтриги. Це у них в крові.|Наш немолодий Король, можливо, знайде розраду в обіймах Барензії, але решта з нас боїться потрапити до рук Хелсета.|Королева Барензія поводить себе гідно, але не забуваймо, звідки вона родом - з провінції Морровінд - краю темної магії і темних справ.	-|Принц Хелсет,Принцеса Моргія|Король Едвір,Принц Хелсет,Принцеса Моргія|Принц Хелсет,Принцеса Моргія|Принц Хелсет|Принц Хелсет,Принцеса Моргія|Принц Хелсет|Принц Хелсет|-	MapID	==	630439035						
Королева Барензія	Чи правда все те, що говорять про Королеву Барензію? Звісно ви маєте знати, %ra!|Королева Темних Ельфів! Тут! У Вейресті! Кажуть, що Королева Барензія знаменита на всю Імперію!	-|Темні Ельфи|Барензія	Region Name	==	Вейрест						
Принц Хелсет	Принц Хелсет - найстарша дитина Королеви Барензії. Він має гострий політичний розум, як і його мати.|Принц Хелсет, син нашої шанованої Королеви Барензії, надзвичайно хитрий. Він просто створений для правління.|Він син Королеви Барензії та покійного Імперського Генерала Сіммаха. Лідерство у Принца Хелсета в крові.|Принц Хелсет призначений для величі. Як син Королеви Барензії, хіба може він не бути великим?|Кажуть, що він - точна копія своєї матері, Королеви Барензії, в молодості - розумний, чарівний і сміливий.|Темний Ельф, Дреуг чи Даедра, мені байдуже. З усіма загрозами, з якими ми стикаємося, Вейресту не завадило б мати на троні міцного червоноокого байстрюка на кшталт Принца Хелсета.|О, Хелсет, він розумний... і небезпечний. Його вороги завжди передчасно вмирають.	Королева Барензія|Королева Барензія|Королева Барензія|Королева Барензія|Королева Барензія|Темні Ельфи|-	MapID	==	630439035	Random Number (NPC)	>	50			
Принц Хелсет	Амбіції Принца Хелсета все більше турбують мене. Ці Темні Ельфи видираються надто високо і хапають надто багато.|Коли-небудь Принц Хелсет може стати тут Королем, і це мене турбує. Темні Ельфи правитимуть нами? Це неправильно.|Хелсет можливо і королівської крові, але в першу чергу він Темний Ельф. Його вірність завжди буде Морровінду, а не Вейресту.|Хелсет - це підступний змовник, запам'ятайте мої слова. Він використає Вейрест лише, як сходинку до трону Морровінду.|Я не довіряю Хелсету, і вам не варто. У нього є свої плани, і вони не пов'язані зі служінням Вейресту.|Хелсет виріс серед цих Темних Ельфів, що постійно плетуть інтриги. Він неодмінно щось замислив.|Про Принца Хелсета краще говорити тихіше. У нього всюди вуха, і деякі з них належать Темному Братству.|Кажуть, що у нього на утриманні Темне Братство, і він не боїться затикати рота своїм суперникам.|Вороги Принца Хелсета часто страждають від раптового, незрозумілого погіршення здоров'я. Кажуть, завжди після їжі.|Ніколи не пийте від Принца Хелсета, якщо не бачите, як він п'є їх першим.	Темні Ельфи|Темні Ельфи|Темні Ельфи|-|-|Темні Ельфи|Темне Братство|Темне Братство|-|-	MapID	==	630439035						
Принц Хелсет	Принц Хелсет - Темний Ельф. Ніколи не доводилося бачити Темних Ельфів. Чи правда, що їхня шкіра стає попелястою, якщо доторкнутися до них?|Я мало знаю про Принца Хелсета, %ra. Тільки знаю, що він хоче трон, ось і все.|У нього погана репутація. Нехай Король прожене його подалі звідси!		Region Name	==	Вейрест						
Принцеса Моргія	Вона - донька Королеви Барензії, з усією її грацією і вдвічі більшою хитрістю. Думаю, вона зможе про себе подбати.|Відомо, що Принцеса дуже цікавиться таємними магічними мистецтвами. Дехто каже, що вона настільки ж вправна, як і будь-який з магів провінції Хай Рок.|Принцеса Моргія здебільшого тримається сама по собі. Одна з тих, хто завжди планує на два кроки вперед, принаймні, так кажуть.|Вона не стоїть у черзі на трон, як Принц Хелсет чи Принцеса Елісана. Принцеса Моргія, здається, більше зацікавлена у навчанні та своїх магічних пошуках.	Королева Барензія|Хай Рок|-|Принц Хелсет,Принцеса Елісана	MapID	==	630439035	Random Number (NPC)	>	50			
Принцеса Моргія	Принцеса Моргія може здатися милою, але пам'ятайте, що вона - Темний Ельф. Вони ростуть, навчаючись мистецтву обману. Це для них як молоко матері.|Кажуть, вона захоплюється магією. Темна Ельфійська магія, без сумніву. Вона завжди перешіптується з придворними магами.|Принцеса Моргія більш стримана, ніж Принц Хелсет. Вона не будує інтриг у відкриту. Але це робить її ще більш небезпечною.|Можливо, Моргія не прагне трону, але це не означає, що їй бракує амбіцій. Просто вони не спрямовані на Вейрест.	Темні Ельфи|Темні Ельфи|Принц Хелсет|-	MapID	==	630439035						
Принцеса Моргія	Це дочка Короля Едвіра чи Королеви Барензії? Я їх плутаю.|Ходять чутки, що вона чаклунка, як і її матір.|Принцесу Моргію не впізнаєш, хіба що за копицею сіна. Розпитайте в місті Вейрест.		Region Name	==	Вейрест						
Темні Ельфи	Темні Ельфи мають темну, як попіл, шкіру та червоні, як вогонь, очі. Вони походять з Морровінду, суворого краю, такого ж суворого, як і вони самі.|Темні Ельфи заглиблені в стародавні традиції. Вони шанують своїх предків і поклоняються живим богам.|Якщо ви маєте справу з Темним Ельфом, очікуйте від нього запального характеру та гострого розуму. Їх нелегко обдурити і ще важче залякати.|Темні Ельфи мають репутацію загадкових і таємничих. Вони запекло оберігають свої приховані думки.|Наша Королева Барензія - Темний Ельф, як і її діти. Вони гордий народ, сильний в магії та розумний.|Темні Ельфи амбітні та розумні. Погляньте на Принца Хелсета та Принцесу Моргію, які завжди на крок попереду всіх.	-|-|-|-|Королева Барензія|Принц Хелсет, Принцеса Моргія	MapID	==	630439035	Random Number (NPC)	>	50			
Темні Ельфи	Темні Ельфи при владі? Що далі, аргоніани в храмі? Барензія може бути Королевою, але її діти, Хелсет і Моргія, щодня нагадують нам, що може пролитися кров.|Ви помітили, як ці Темні Ельфи тримаються разом? Барензія, Хелсет, Моргія - вони щось замишляють. У них завжди все пов'язано з жагою до наживи.|Темні Ельфи правлять у Вейресті? Це протиприродно. Їх місце в Морровінді, а не тут, втручаючись в наші справи.|Династія Темних Ельфів тут? І що далі? Вклонимося богам Морровінду і приймемо їхні темні звичаї?|Ви ж чули історії з Морровінду, чи не так? Темні Ельфи та їхні Даедра. Змушує замислитися, чому або кому ж поклоняється Барензія та її діти.|Кажуть, що в Темних Ельфах є щось від Даедра.	Королева Барензія, Принц Хелсет, Принцеса Моргія|Королева Барензія, Принц Хелсет, Принцеса Моргія|-|-|Королева Барензія|-	MapID	==	630439035						
Лорд Вудборн	Він постійно при дворі в ці дні. З моменту заручин він немов тінь Принцеси Елісани.|Кажуть, що Лорд Вудборн походить з респектабельного роду, але не належить до найбільш видатних родин. Навіть якщо так, його шлюб з Принцесою Елісаною може привести його на престол Вейресту.|Лорд Вудборн і Принцеса Елісана тепер разом. Кажуть, у нього розум, як у стратега.|Дехто шепочеться, що Лорд Вудборн зазіхає на трон через шлюб. Досить амбітно, чи не так?|Ходять чутки, що він дуже захопився Принцесою Елісаною. Як гадаєте, це справжнє кохання чи просто політика?|Сім'я Вудборна завжди була віддана Вейресту. Його шлюб з Принцесою Елісаною може просто просунути його на вершину.|Землі Лорда Вудборна добре доглянуті, а його люди виглядають цілком щасливими. Хороші ознаки, якщо він буде нашим майбутнім Принцом-Консортом.|Лорд Вудборн - справжній дипломат, завжди точно знає, що і коли сказати.|Його заручини з Принцесою Елісаною здивували багатьох. Кажуть, що це був шлюб по любові. Романтично, якщо ви вірите в такі речі.|Лорд Вудборн заручений з нашою Принцесою Елісаною. Схоже, він завоював прихильність Короля.|Цей Лорд Вудборн дуже спритний, адже йому вдалося домогтися заручин з Принцесою Елісаною. Він дуже швидко піднявся на вершину!|Дехто подейкує, що він має амбіції до більшої влади. Ну, а у кого з дворян їх немає?|Вудборн - палкий прихильник Короля Едвіра. Він завжди поруч з ним під час засідань ради.	Принцеса Елісана|Принцеса Елісана|Принцеса Елісана|-|Принцеса Елісана|Принцеса Елісана|-|-|Принцеса Елісана|Принцеса Елісана|Принцеса Елісана|Принцеса Елісана|-|Король Едвір	MapID	==	630439035						
Орки	Орки - дикуни, вони завжди нападають на наші північні міста і сіють хаос. Було б набагато краще, якби їх тут взагалі не було.|Орки схожі на диких звірів, тільки хитріші.|Ці монстри? Кажуть, вони їдять людську плоть. Варвари! Орки повинні жити в пустелі, а не серед цивілізованих людей. Вони більше звірі, ніж люди.|Від цих істот нестерпно смердить і вони мають жахливий характер. Їх краще уникати.|Ви бачили їхні табори? Повсюди бруд і кістки. Це огидно.|Орки всі однакові: жорстокі, грубі та дикі.|Чому Імперія дозволяє їм вільно розгулювати, я не розумію. Їх усіх треба виловити.|Ці звірі повинні триматися своїх оплотів і залишити порядних людей у спокої.|Тримайте свою худобу близько, а дітей ще ближче. Орки, як відомо, викрадають і те, і інше.|Я не розумію, чому ми говоримо про Орків у ввічливій розмові. Вони ледве стоять на щабель вище гоблінів.|Кажуть, що в деяких місцях з ними намагаються поводитися, як з людьми. Можеште собі таке уявити?	-|-|-|-|-|-|-|Імперія|-|-|-|-	Region Name	==	Вейрест						
Лицарі Троянди	Лицарі Троянди посвячені, як захисники і воїни королівської сім'ї та Королівства Вейрест.|Вступ до Лицарів Троянди вважається однією з найвищих почестей у Вейресті. До них обираються лише найсміливіші та найблагородніші.|Лицарі Троянди служать правою рукою Короля, виконуючи його королівські укази і захищаючи Королівство.		Region Name	==	Вейрест						
Темне Братство	Темне Братство - дуже таємнича організація, яку часто наймають, як найманих вбивць, більш прагматичні правителі. Вони мають репутацію маніяків і шанувальників Даедра, але, мабуть, роблять щось правильне. Вони існують вже тисячі років. | Купка вбивць, які видають себе за релігійний Орден. | Вони є більш-менш офіційною Гільдією Вбивць Тамріеля. Більшість Королівств оголосили їх нелегальною організацією, але одна справа - оголосити... | Це щось на кшталт релігійної групи, але не як храм. Уявіть собі купку священиків з ножами і бажанням пролити чиюсь кров.		Region Name	==	Вейрест						
Даггерфолл	Можливо, зараз у нас мир, але з Даггерфоллом ви ніколи не знаєте напевно.|Амбіції Даггерфоллу не обмежуються його кордонами. Його новий Король націлився на всю затоку Іліас.|Вейрест контролює торгівлю через річку Б'юлсе, але після захоплення Бетоні Даггерфолл контролює торгівлю через Іліакську затоку. Скоро ситуація може дійти до конфлікту.		Region Name	==	Вейрест						
Сентинел	Кажуть, їхні ринки - справжня знахідка. Якщо ви шукаєте рідкісні товари з усього Хаммерфелла, то Сентинел - саме те місце.|Ви не знайдете кращих виробів, ніж у Сентинелі. Там працюють найкращі ремісники.|Сентинел і Даггерфолл можливо і вчепилися зараз одне одному в горлянку, але через десять років вони об''єднають зусилля проти Вейреста. Такою є доля затоки Іліак.	-|-|Даггерфолл	Region Name	==	Вейрест						
Щось порадите?	Якщо ви добре вмієте бити всяку погань і не маєте жодних інших корисних навичок, ви завжди можете знайти чорну роботу в Гільдії Бійців.|Більшість людей, які бажають вдосконалити свої магічні здібності, звертаються до Гільдії Магів. Звісно, є й такі, що йдуть... іншими шляхами.|Я не кажу, що у вас обличчя злочинця, але якщо ви думаєте про незалежну діяльність - не робіть цього. Перед тим, як зробити якусь дурість, запитайте дозволу у Гільдії Злодіїв.|Якщо ви зайдете надто далеко в дику місцевість, то можете натрапити на відьом. Вони живуть у Ковенах і викликають Даедра, щоб виконувати їхню волю.|Під час подорожі приділяйте увагу місцевим святам. Ви можете натрапити на вигідні знижки або просто гарно провести час на святкуванні.|Переконайтеся, що ви спите в ліжку, за яке заплатили. Багатьох волоцюг заарештовували за те, що вони спали на вулиці.|Будьте обережні в будь-яких відносинах з дворянами. Більшість з них мають зв'язки в Темному Братстві.|Вам варто подумати про те, щоб стати членом одного з храмів Богів. Ви знайдете там спільноту і отримаєте доступ до їхніх послуг.|Коли ви беретеся за завдання, краще усвідомлювати, скільки часу у вас є. Люди не люблять затримок, і пропуск кінцевого терміну дуже сильно зашкодить вашій репутації.|Вампіризм і Лікантропія... більшість людей вважають їх прокляттям, і, звісно, у них є з цим проблеми. Але дозвольте мені сказати вам, та сила, яку ви отримуєте натомість? Збільшення сили, посилення відчуттів... це не так вже й погано.|Торговці завжди намагатимуться витиснути з вас якомога більше грошей. Ніколи не погоджуйтеся на першу запропоновану ціну - торгуйтеся з ними.|Різні торговці дають різні ціни на одні й ті ж товари. Якщо ви намагаєтеся продати здобич або купити нові обладунки, відвідайте спершу кілька магазинів.|Від вас не буде користі, якщо ви вкрай втомлені. Відпочивайте, коли можете, але тільки в безпечних місцях. Не забивайтеся в темний кут, якщо не хочете отримати лезо між ребер.|Думаєте тягати з собою все своє золото - це не найкраща ідея? Золото вас обтяжує. Ви заледве зможете бігти, якщо тягнутимете з собою королівський викуп. Скористайся банками. Вони збережуть ваше золото.|Не витрачайте час на спроби навчитися всьому самотужки. Тренери в Гільдіях можуть підвищити ваші навички набагато швидше. Звичайно, це коштуватиме вам трохи золота, але воно того варте.|Люди кажуть так! Ваша репутація слідує за вами всюди. Якщо ви зробили гарну роботу для потрібних людей, купці будуть робити вам кращі пропозиції, а вельможі довірятимуть вам важливішу роботу.	Гільдія Бійців|Гільдія Магів|Гільдія Злодіїв|відьми|свята|-|Темне Братство|-									
жарт	"Як твоя дружина?" - запитав Залітер. "Лежить у ліжку з ларингітом", - відповів Харліт. "А що, той аргоніанський виродок знову в місті?"|"У мене кола перед очима". "Ти бачила лікаря?" "Ні, лише кола".|На великого Норда на ім'я Юльген напала банда злодіїв. Він відчайдушно боровся з ними, але врешті-решт вони побили його до напівпритомного стану. Вони обшукали його кишені і виявили, що він мав при собі лише три золоті монети. "Ти хочеш сказати, що бився з нами, як божевільний дикун, за три паршивих золотих?" - насміхався один із злодіїв. "Ні," - відповів Юльген. "Я боявся, що ви хочете забрати чотириста золотих з мого чобота".|Під час війни за Бетоні Бретонці на острові Краголд кілька днів перебували в облозі. Після звільнення острова Лорд Брідвелл знайшов руїни замку, де в темряві ховався натовп вцілілих. Визволити їх було нелегко, оскільки частина даху обвалилася, затиснувши всіх у пастці. Брідвелл просунув голову в єдиний отвір і крикнув Бретонцям внизу: "Чи є там внизу вагітні жінки?" "Важко сказати, Ваша Світлосте," - відповіла молода жінка. "Ми тут лише кілька днів."|Літній Бретонець зустрів свого ровесника на засіданні Гільдії. "Харрістоне, друже, я хотів висловити свої співчуття, я чув, що минулого тижня ти поховав свою дружину". "Довелося, приятелю," - відповів Харрістон. - "Вона була зовсім мертвою".|Чому армія Сентинела так зганьбилася під час Війни за Бетоні? Їхні гармати були занадто важкі, і всі три сміттєві шаланди затонули.|Що тепер сентинельський рядовий вивчає з техніки бою в першу чергу? Як відступати.|Яка найтонша книга у світі? "Герої Редгардів у Війні за Бетоні".|Темний Ельф убив свою дружину, застукавши її в ліжку з коханцем. Коли суддя запитав його, чому ж він прикінчив саме її, а не коханця, Ельф відповів: "Я вирішив, що легше прикінчити одну жінку, ніж вбивати по чоловікові щотижня!".|Темній Ельфійці показували Даггерфолл. Коли їй показали величний замок Даггерфоллу, вона солодко посміхнулася своєму провідникові і прошепотіла: "Він наводить на думки про секс". "Дивно, - здивувався провідник. - Чому саме замок Даггерфоллу наводить вас на думки про секс?" Темна Ельфійка зітхнула: "Як і все інше..."|Йеліта сказала Ватісі, що вночі вона вечерятиме з Темним Ельфом на ім'я Морлет. "Я чула, що він тварина," - сказала Ватіса. - "Він одразу зірве з тебе сукню". "Спасибі, що попередила," - відповіла Йеліта. - "Я одягну старе".|"Цей фруктовий сад викликає в мені сентиментальні почуття, - сказав Мойя, Хаджит, своєму другові Хасілліду. - Наприклад, під цим деревом я вперше займався коханням. А під тим деревом стояла мати цієї дівчини і спостерігала за нами". "Вона дивилася, як ти займаєшся коханням з її дочкою? - здивувався Хасілід. - І нічого не сказала?" "Тільки 'мяу'".|Який Лісовий Ельф не бреше, не шахраює і не краде? Мертвий Лісовий Ельф.		Billboard Archive Index	==	182	Billboard Record Index	==	5	NoLore	==	0|2
жарт	"Як твоя дружина?" - запитав Залітер. "Лежить у ліжку з ларингітом", - відповів Харліт. "А що, той аргоніанський виродок знову в місті?"|"У мене кола перед очима". "Ти бачила лікаря?" "Ні, лише кола".|На великого Норда на ім'я Юльген напала банда злодіїв. Він відчайдушно боровся з ними, але врешті-решт вони побили його до напівпритомного стану. Вони обшукали його кишені і виявили, що він мав при собі лише три золоті монети. "Ти хочеш сказати, що бився з нами, як божевільний дикун, за три паршивих золотих?" - насміхався один із злодіїв. "Ні," - відповів Юльген. "Я боявся, що ви хочете забрати чотириста золотих з мого чобота".|Під час війни за Бетоні Бретонці на острові Краголд кілька днів перебували в облозі. Після звільнення острова Лорд Брідвелл знайшов руїни замку, де в темряві ховався натовп вцілілих. Визволити їх було нелегко, оскільки частина даху обвалилася, затиснувши всіх у пастці. Брідвелл просунув голову в єдиний отвір і крикнув Бретонцям внизу: "Чи є там внизу вагітні жінки?" "Важко сказати, Ваша Світлосте," - відповіла молода жінка. "Ми тут лише кілька днів."|Літній Бретонець зустрів свого ровесника на засіданні Гільдії. "Харрістоне, друже, я хотів висловити свої співчуття, я чув, що минулого тижня ти поховав свою дружину". "Довелося, приятелю," - відповів Харрістон. - "Вона була зовсім мертвою".|Чому армія Сентинела так зганьбилася під час Війни за Бетоні? Їхні гармати були занадто важкі, і всі три сміттєві шаланди затонули.|Що тепер сентинельський рядовий вивчає з техніки бою в першу чергу? Як відступати.|Яка найтонша книга у світі? "Герої Редгардів у Війні за Бетоні".|Темний Ельф убив свою дружину, застукавши її в ліжку з коханцем. Коли суддя запитав його, чому ж він прикінчив саме її, а не коханця, Ельф відповів: "Я вирішив, що легше прикінчити одну жінку, ніж вбивати по чоловікові щотижня!".|Темній Ельфійці показували Даггерфолл. Коли їй показали величний замок Даггерфоллу, вона солодко посміхнулася своєму провідникові і прошепотіла: "Він наводить на думки про секс". "Дивно, - здивувався провідник. - Чому саме замок Даггерфоллу наводить вас на думки про секс?" Темна Ельфійка зітхнула: "Як і все інше..."|Йеліта сказала Ватісі, що вночі вона вечерятиме з Темним Ельфом на ім'я Морлет. "Я чула, що він тварина," - сказала Ватіса. - "Він одразу зірве з тебе сукню". "Спасибі, що попередила," - відповіла Йеліта. - "Я одягну старе".|"Цей фруктовий сад викликає в мені сентиментальні почуття, - сказав Мойя, Хаджит, своєму другові Хасілліду. - Наприклад, під цим деревом я вперше займався коханням. А під тим деревом стояла мати цієї дівчини і спостерігала за нами". "Вона дивилася, як ти займаєшся коханням з її дочкою? - здивувався Хасілід. - І нічого не сказала?" "Тільки 'мяу'".|Який Лісовий Ельф не бреше, не шахраює і не краде? Мертвий Лісовий Ельф.		Billboard Archive Index	==	182	Billboard Record Index	==	6	NoLore	==	0|2
жарт	"Як твоя дружина?" - запитав Залітер. "Лежить у ліжку з ларингітом", - відповів Харліт. "А що, той аргоніанський виродок знову в місті?"|"У мене кола перед очима". "Ти бачила лікаря?" "Ні, лише кола".|На великого Норда на ім'я Юльген напала банда злодіїв. Він відчайдушно боровся з ними, але врешті-решт вони побили його до напівпритомного стану. Вони обшукали його кишені і виявили, що він мав при собі лише три золоті монети. "Ти хочеш сказати, що бився з нами, як божевільний дикун, за три паршивих золотих?" - насміхався один із злодіїв. "Ні," - відповів Юльген. "Я боявся, що ви хочете забрати чотириста золотих з мого чобота".|Під час війни за Бетоні Бретонці на острові Краголд кілька днів перебували в облозі. Після звільнення острова Лорд Брідвелл знайшов руїни замку, де в темряві ховався натовп вцілілих. Визволити їх було нелегко, оскільки частина даху обвалилася, затиснувши всіх у пастці. Брідвелл просунув голову в єдиний отвір і крикнув Бретонцям внизу: "Чи є там внизу вагітні жінки?" "Важко сказати, Ваша Світлосте," - відповіла молода жінка. "Ми тут лише кілька днів."|Літній Бретонець зустрів свого ровесника на засіданні Гільдії. "Харрістоне, друже, я хотів висловити свої співчуття, я чув, що минулого тижня ти поховав свою дружину". "Довелося, приятелю," - відповів Харрістон. - "Вона була зовсім мертвою".|Чому армія Сентинела так зганьбилася під час Війни за Бетоні? Їхні гармати були занадто важкі, і всі три сміттєві шаланди затонули.|Що тепер сентинельський рядовий вивчає з техніки бою в першу чергу? Як відступати.|Яка найтонша книга у світі? "Герої Редгардів у Війні за Бетоні".|Темний Ельф убив свою дружину, застукавши її в ліжку з коханцем. Коли суддя запитав його, чому ж він прикінчив саме її, а не коханця, Ельф відповів: "Я вирішив, що легше прикінчити одну жінку, ніж вбивати по чоловікові щотижня!".|Темній Ельфійці показували Даггерфолл. Коли їй показали величний замок Даггерфоллу, вона солодко посміхнулася своєму провідникові і прошепотіла: "Він наводить на думки про секс". "Дивно, - здивувався провідник. - Чому саме замок Даггерфоллу наводить вас на думки про секс?" Темна Ельфійка зітхнула: "Як і все інше..."|Йеліта сказала Ватісі, що вночі вона вечерятиме з Темним Ельфом на ім'я Морлет. "Я чула, що він тварина," - сказала Ватіса. - "Він одразу зірве з тебе сукню". "Спасибі, що попередила," - відповіла Йеліта. - "Я одягну старе".|"Цей фруктовий сад викликає в мені сентиментальні почуття, - сказав Мойя, Хаджит, своєму другові Хасілліду. - Наприклад, під цим деревом я вперше займався коханням. А під тим деревом стояла мати цієї дівчини і спостерігала за нами". "Вона дивилася, як ти займаєшся коханням з її дочкою? - здивувався Хасілід. - І нічого не сказала?" "Тільки 'мяу'".|Який Лісовий Ельф не бреше, не шахраює і не краде? Мертвий Лісовий Ельф.		Billboard Archive Index	==	182	Billboard Record Index	==	49	NoLore	==	0|2
жарт	"Як твоя дружина?" - запитав Залітер. "Лежить у ліжку з ларингітом", - відповів Харліт. "А що, той аргоніанський виродок знову в місті?"|"У мене кола перед очима". "Ти бачила лікаря?" "Ні, лише кола".|На великого Норда на ім'я Юльген напала банда злодіїв. Він відчайдушно боровся з ними, але врешті-решт вони побили його до напівпритомного стану. Вони обшукали його кишені і виявили, що він мав при собі лише три золоті монети. "Ти хочеш сказати, що бився з нами, як божевільний дикун, за три паршивих золотих?" - насміхався один із злодіїв. "Ні," - відповів Юльген. "Я боявся, що ви хочете забрати чотириста золотих з мого чобота".|Під час війни за Бетоні Бретонці на острові Краголд кілька днів перебували в облозі. Після звільнення острова Лорд Брідвелл знайшов руїни замку, де в темряві ховався натовп вцілілих. Визволити їх було нелегко, оскільки частина даху обвалилася, затиснувши всіх у пастці. Брідвелл просунув голову в єдиний отвір і крикнув Бретонцям внизу: "Чи є там внизу вагітні жінки?" "Важко сказати, Ваша Світлосте," - відповіла молода жінка. "Ми тут лише кілька днів."|Літній Бретонець зустрів свого ровесника на засіданні Гільдії. "Харрістоне, друже, я хотів висловити свої співчуття, я чув, що минулого тижня ти поховав свою дружину". "Довелося, приятелю," - відповів Харрістон. - "Вона була зовсім мертвою".|Чому армія Сентинела так зганьбилася під час Війни за Бетоні? Їхні гармати були занадто важкі, і всі три сміттєві шаланди затонули.|Що тепер сентинельський рядовий вивчає з техніки бою в першу чергу? Як відступати.|Яка найтонша книга у світі? "Герої Редгардів у Війні за Бетоні".|Темний Ельф убив свою дружину, застукавши її в ліжку з коханцем. Коли суддя запитав його, чому ж він прикінчив саме її, а не коханця, Ельф відповів: "Я вирішив, що легше прикінчити одну жінку, ніж вбивати по чоловікові щотижня!".|Темній Ельфійці показували Даггерфолл. Коли їй показали величний замок Даггерфоллу, вона солодко посміхнулася своєму провідникові і прошепотіла: "Він наводить на думки про секс". "Дивно, - здивувався провідник. - Чому саме замок Даггерфоллу наводить вас на думки про секс?" Темна Ельфійка зітхнула: "Як і все інше..."|Йеліта сказала Ватісі, що вночі вона вечерятиме з Темним Ельфом на ім'я Морлет. "Я чула, що він тварина," - сказала Ватіса. - "Він одразу зірве з тебе сукню". "Спасибі, що попередила," - відповіла Йеліта. - "Я одягну старе".|"Цей фруктовий сад викликає в мені сентиментальні почуття, - сказав Мойя, Хаджит, своєму другові Хасілліду. - Наприклад, під цим деревом я вперше займався коханням. А під тим деревом стояла мати цієї дівчини і спостерігала за нами". "Вона дивилася, як ти займаєшся коханням з її дочкою? - здивувався Хасілід. - І нічого не сказала?" "Тільки 'мяу'".|Який Лісовий Ельф не бреше, не шахраює і не краде? Мертвий Лісовий Ельф.		Billboard Archive Index	==	334	Billboard Record Index	==	3	NoLore	==	0|2
